  FREQ        VM(1)       VP(1)       IM(VIN)     IP(VIN)     


   9.333E+02   1.000E+00   0.000E+00   1.823E+02  -1.261E+02
   9.550E+02   1.000E+00   0.000E+00   1.849E+02  -1.261E+02
   9.772E+02   1.000E+00   0.000E+00   1.874E+02  -1.260E+02
   1.000E+03   1.000E+00   0.000E+00   1.901E+02  -1.259E+02
   1.023E+03   1.000E+00   0.000E+00   1.928E+02  -1.258E+02
   1.047E+03   1.000E+00   0.000E+00   1.955E+02  -1.257E+02
   1.072E+03   1.000E+00   0.000E+00   1.983E+02  -1.256E+02
   1.096E+03   1.000E+00   0.000E+00   2.012E+02  -1.255E+02
   1.122E+03   1.000E+00   0.000E+00   2.041E+02  -1.254E+02
   1.148E+03   1.000E+00   0.000E+00   2.071E+02  -1.253E+02
   1.175E+03   1.000E+00   0.000E+00   2.102E+02  -1.253E+02
   1.202E+03   1.000E+00   0.000E+00   2.133E+02  -1.252E+02
   1.230E+03   1.000E+00   0.000E+00   2.164E+02  -1.251E+02
   1.259E+03   1.000E+00   0.000E+00   2.197E+02  -1.250E+02
   1.288E+03   1.000E+00   0.000E+00   2.230E+02  -1.250E+02
   1.318E+03   1.000E+00   0.000E+00   2.264E+02  -1.249E+02
   1.349E+03   1.000E+00   0.000E+00   2.298E+02  -1.249E+02
   1.380E+03   1.000E+00   0.000E+00   2.333E+02  -1.248E+02
   1.413E+03   1.000E+00   0.000E+00   2.369E+02  -1.248E+02
   1.445E+03   1.000E+00   0.000E+00   2.405E+02  -1.247E+02
   1.479E+03   1.000E+00   0.000E+00   2.442E+02  -1.247E+02
   1.514E+03   1.000E+00   0.000E+00   2.480E+02  -1.246E+02
   1.549E+03   1.000E+00   0.000E+00   2.518E+02  -1.246E+02
   1.585E+03   1.000E+00   0.000E+00   2.557E+02  -1.246E+02
   1.622E+03   1.000E+00   0.000E+00   2.597E+02  -1.246E+02
   1.660E+03   1.000E+00   0.000E+00   2.637E+02  -1.246E+02
   1.698E+03   1.000E+00   0.000E+00   2.678E+02  -1.246E+02
   1.738E+03   1.000E+00   0.000E+00   2.720E+02  -1.246E+02
   1.778E+03   1.000E+00   0.000E+00   2.762E+02  -1.246E+02
   1.820E+03   1.000E+00   0.000E+00   2.805E+02  -1.246E+02
   1.862E+03   1.000E+00   0.000E+00   2.848E+02  -1.246E+02
   1.905E+03   1.000E+00   0.000E+00   2.892E+02  -1.246E+02
   1.950E+03   1.000E+00   0.000E+00   2.937E+02  -1.247E+02
   1.995E+03   1.000E+00   0.000E+00   2.982E+02  -1.247E+02
   2.042E+03   1.000E+00   0.000E+00   3.028E+02  -1.248E+02
   2.089E+03   1.000E+00   0.000E+00   3.074E+02  -1.248E+02
   2.138E+03   1.000E+00   0.000E+00   3.121E+02  -1.249E+02
   2.188E+03   1.000E+00   0.000E+00   3.169E+02  -1.249E+02
   2.239E+03   1.000E+00   0.000E+00   3.217E+02  -1.250E+02
   2.291E+03   1.000E+00   0.000E+00   3.265E+02  -1.250E+02
   2.344E+03   1.000E+00   0.000E+00   3.314E+02  -1.251E+02
   2.399E+03   1.000E+00   0.000E+00   3.364E+02  -1.252E+02
   2.455E+03   1.000E+00   0.000E+00   3.413E+02  -1.252E+02
   2.512E+03   1.000E+00   0.000E+00   3.464E+02  -1.253E+02
   2.570E+03   1.000E+00   0.000E+00   3.514E+02  -1.254E+02
   2.630E+03   1.000E+00   0.000E+00   3.566E+02  -1.255E+02
   2.692E+03   1.000E+00   0.000E+00   3.617E+02  -1.256E+02
   2.754E+03   1.000E+00   0.000E+00   3.669E+02  -1.257E+02
